orgId	expName	Description	timeZeroSet	num	nMapped	nPastEnd	nGenic	nUsed	gMed	gMedt0	gMean	cor12	mad12	mad12c	mad12c_t0	opcor	adjcor	gccor	maxFit	Group	expDescLong	mutantLibrary	person	Date_pool_expt_started	SetName	Index	media	temperature	pH	vessel	aerobic	liquid	shaking	condition_1	units_1	concentration_1	condition_2	units_2	concentration_2	condition_3	units_3	concentration_3	condition_4	units_4	concentration_4	growthPlate	growthWells
Putida	set10IT008	L-Glutamic (C)	10/1/18 Putida_ML5_set10	192	2892124	37731	1713053	1710210	130	814	357.934282126413	0.226754906198828	0.251637730387392	0.986579484237678	0.920479660356474	0.205177641064382	-0.0316495310183344	-0.00740277514882142	6.47388141160224	carbon source	L-Glutamic acid monopotassium salt monohydrate carbon source	Putida_ML5_JBEI	Mitchell Thompson	10/1/18	Putida_ML5_set10	IT008	MOPS minimal media_noCarbon	30		tube	Aerobic	Liquid	200 rpm	L-Glutamic acid monopotassium salt monohydrate	mM	10											
Putida	set10IT043	succinate (C)	10/18/18 Putida_ML5_set10	227	3535262	29204	2235981	2229776	308	798	466.675596483884	0.10827775753516	0.191648836564193	0.939144794613147	0.928615366763234	0.0957068523929625	0.0253881561709133	-0.0211668719780982	1.79039553992792	carbon source	Sodium succinate dibasic hexahydrate carbon source	Putida_ML5_JBEI	Mitchell Thompson	10/18/18	Putida_ML5_set10	IT043	MOPS minimal media_noCarbon	30		tube	Aerobic	Liquid	200 rpm	Sodium succinate dibasic hexahydrate	mM	10											
Putida	set10IT044	a-Ketoglutaric (C)	10/18/18 Putida_ML5_set10	228	3082367	25606	1952046	1945918	278	798	407.266220175806	0.207134170426975	0.19642484446965	0.936088236179807	0.928615366763234	0.176477694312892	0.0357746620604485	0.0147858498834917	2.46853400207304	carbon source	a-Ketoglutaric acid disodium salt hydrate carbon source	Putida_ML5_JBEI	Mitchell Thompson	10/18/18	Putida_ML5_set10	IT044	MOPS minimal media_noCarbon	30		tube	Aerobic	Liquid	200 rpm	a-Ketoglutaric acid disodium salt hydrate	mM	10											
Putida	set10IT053	butyrate (C)	10/18/18 Putida_ML5_set10	237	3249315	16448	1953551	1950559	138	798	408.237547090833	0.229648411073675	0.245635668894167	0.967938790767701	0.928615366763234	0.13141867857434	0.0672376429888433	-0.036468730370841	5.65635643930311	carbon source	Sodium butyrate carbon source	Putida_ML5_JBEI	Mitchell Thompson	10/18/18	Putida_ML5_set10	IT053	MOPS minimal media_noCarbon	30		tube	Aerobic	Liquid	200 rpm	Sodium butyrate	mM	10											
Putida	set12IT001	Vanillin (C)	12-Feb-19 Putida_ML5_set12	275	3003328	24289	1900175	1896117	245	1411	396.843239849309	0.245406342533927	0.225546963755856	0.95880088282885	0.935587322942938	0.192081373554469	0.0252388636162794	-0.0423997269132913	4.16535815315575	carbon source	Vanillin carbon source	Putida_ML5_JBEI	Matthew Incha	12-Feb-19	Putida_ML5_set12	IT001	MOPS minimal media_noCarbon	30		96 deep-well microplate; 1.2 mL volume	Aerobic	Liquid	700rpm	Vanillin	mM	10	Dimethyl Sulfoxide	vol%	1								
Putida	set12IT002	1,2-Propanediol (C)	12-Feb-19 Putida_ML5_set12	276	3165470	30837	1998749	1992752	285	1411	417.06822938468	0.196818944684169	0.201451150988562	0.945033540782072	0.935587322942938	0.200251069818683	0.0484370869811707	-0.0310149165168752	1.61134325628618	carbon source	1,2-Propanediol carbon source	Putida_ML5_JBEI	Matthew Incha	12-Feb-19	Putida_ML5_set12	IT002	MOPS minimal media_noCarbon	30		96 deep-well microplate; 1.2 mL volume	Aerobic	Liquid	700rpm	1,2-Propanediol	mM	10	Dimethyl Sulfoxide	vol%	1								
Putida	set12IT004	propionate (C)	12-Feb-19 Putida_ML5_set12	278	2875746	16913	1886909	1882109	229	1411	393.911469233989	0.180280188020253	0.226606062024221	0.97982211806237	0.935587322942938	0.139363473113911	0.00213818136539075	-0.0179651374261592	5.2621396057076	carbon source	Sodium propionate carbon source	Putida_ML5_JBEI	Matthew Incha	12-Feb-19	Putida_ML5_set12	IT004	MOPS minimal media_noCarbon	30		96 deep-well microplate; 1.2 mL volume	Aerobic	Liquid	700rpm	Sodium propionate	mM	10	Dimethyl Sulfoxide	vol%	1								
Putida	set12IT007	2-methyl-1-butanol (C)	12-Feb-19 Putida_ML5_set12	281	2926859	12865	1864078	1858678	263.5	1411	389.007534533278	0.22136271970554	0.208634303371767	0.971356861545058	0.935587322942938	0.210093698893654	-0.00650745274534671	-0.0429294000586789	2.22655994	carbon source	2-methyl-1-butanol carbon source	Putida_ML5_JBEI	Matthew Incha	12-Feb-19	Putida_ML5_set12	IT007	MOPS minimal media_noCarbon	30		96 deep-well microplate; 1.2 mL volume	Aerobic	Liquid	700rpm	2-methyl-1-butanol	mM	10	Dimethyl Sulfoxide	vol%	1								
Putida	set12IT008	1,5-Pentanediol (C)	12-Feb-19 Putida_ML5_set12	282	2494791	17485	1578965	1574833	214	1411	329.600879028882	0.200959380309377	0.199119723515219	0.986410935252046	0.935587322942938	0.221942629103808	0.0410160968994438	-0.0280131392367739	3.53694491346143	carbon source	1,5-Pentanediol carbon source	Putida_ML5_JBEI	Matthew Incha	12-Feb-19	Putida_ML5_set12	IT008	MOPS minimal media_noCarbon	30		96 deep-well microplate; 1.2 mL volume	Aerobic	Liquid	700rpm	1,5-Pentanediol	mM	10	Dimethyl Sulfoxide	vol%	1								
Putida	set12IT009	1,4-Butanediol (C)	12-Feb-19 Putida_ML5_set12	283	2274799	23248	1348294	1344938	168	1411	281.485558811218	0.244834508584367	0.233589327235852	0.973176211924289	0.935587322942938	0.236842731422848	0.0432978906319543	-0.0491761713958911	7.44652370155271	carbon source	1,4-Butanediol carbon source	Putida_ML5_JBEI	Matthew Incha	12-Feb-19	Putida_ML5_set12	IT009	MOPS minimal media_noCarbon	30		96 deep-well microplate; 1.2 mL volume	Aerobic	Liquid	700rpm	1,4-Butanediol	mM	10	Dimethyl Sulfoxide	vol%	1								
Putida	set12IT014	Vanillic Acid (C)	12-Feb-19 Putida_ML5_set12	288	3025671	23054	1921178	1915515	273	1411	400.903097530347	0.199698737950124	0.220360073879366	0.974909019037169	0.935587322942938	0.184636502047186	0.0105466383782114	-0.0405631396797056	1.91611121884435	carbon source	Vanillic Acid carbon source	Putida_ML5_JBEI	Matthew Incha	12-Feb-19	Putida_ML5_set12	IT014	MOPS minimal media_noCarbon	30		96 deep-well microplate; 1.2 mL volume	Aerobic	Liquid	700rpm	Vanillic Acid	mM	10	Dimethyl Sulfoxide	vol%	1								
Putida	set12IT015	Protocatechuic Acid (C)	12-Feb-19 Putida_ML5_set12	289	2933688	16325	1857863	1853114	250	1411	387.843030556718	0.183774457343819	0.212809381235803	0.968635829090665	0.935587322942938	0.144861743570833	0.0215764702470433	-0.0337281333676583	3.12476928273372	carbon source	Protocatechuic Acid carbon source	Putida_ML5_JBEI	Matthew Incha	12-Feb-19	Putida_ML5_set12	IT015	MOPS minimal media_noCarbon	30		96 deep-well microplate; 1.2 mL volume	Aerobic	Liquid	700rpm	Protocatechuic Acid	mM	10	Dimethyl Sulfoxide	vol%	1								
Putida	set12IT016	4-Hydroxybenzoic Acid (C)	12-Feb-19 Putida_ML5_set12	290	2920078	16183	1861812	1856284	254	1411	388.506488070322	0.198760713581766	0.204510397451372	0.971430847803229	0.935587322942938	0.184628762325487	0.0457790721187014	-0.0271560516670685	2.73570764853926	carbon source	4-Hydroxybenzoic Acid carbon source	Putida_ML5_JBEI	Matthew Incha	12-Feb-19	Putida_ML5_set12	IT016	MOPS minimal media_noCarbon	30		96 deep-well microplate; 1.2 mL volume	Aerobic	Liquid	700rpm	4-Hydroxybenzoic Acid	mM	10	Dimethyl Sulfoxide	vol%	1								
Putida	set12IT017	Protocatechuic Acid (C)	12-Feb-19 Putida_ML5_set12	291	2932532	15130	1853085	1848086	245	1411	386.790707408958	0.195109247245643	0.214745379903724	0.959736129786273	0.935587322942938	0.177969278622668	0.0894795327009608	-0.0320801502539621	3.74235271497757	carbon source	Protocatechuic Acid carbon source	Putida_ML5_JBEI	Matthew Incha	12-Feb-19	Putida_ML5_set12	IT017	MOPS minimal media_noCarbon	30		96 deep-well microplate; 1.2 mL volume	Aerobic	Liquid	700rpm	Protocatechuic Acid	mM	10	Dimethyl Sulfoxide	vol%	1								
Putida	set12IT024	p-Coumaric (C)	12-Feb-19 Putida_ML5_set12	298	2310565	12968	1469225	1465284	205	1411	306.673084972792	0.213055979646756	0.19567200629668	0.965938163926368	0.935587322942938	0.253824899323792	-0.00140364429703049	-0.0383720385205321	1.99411302762625	carbon source	p-Coumaric acid carbon source	Putida_ML5_JBEI	Matthew Incha	12-Feb-19	Putida_ML5_set12	IT024	MOPS minimal media_noCarbon	30		96 deep-well microplate; 1.2 mL volume	Aerobic	Liquid	700rpm	p-Coumaric acid	mM	10	Dimethyl Sulfoxide	vol%	1								
Putida	set12IT025	benzoic (C)	12-Feb-19 Putida_ML5_set12	299	3299200	17583	2097175	2090991	295	1411	437.628924236082	0.232784997304643	0.220713049408245	0.946888663540438	0.935587322942938	0.229527726956816	0.0545297865179265	-0.0245841300476166	2.01246880307185	carbon source	benzoic acid carbon source	Putida_ML5_JBEI	Matthew Incha	12-Feb-19	Putida_ML5_set12	IT025	MOPS minimal media_noCarbon	30		96 deep-well microplate; 1.2 mL volume	Aerobic	Liquid	700rpm	benzoic acid	mM	10	Dimethyl Sulfoxide	vol%	1								
Putida	set12IT026	Ferulic Acid (C)	12-Feb-19 Putida_ML5_set12	300	2995623	16413	1899083	1893753	252.5	1411	396.348472164085	0.23452184387338	0.195975519918726	0.956056652412403	0.935587322942938	0.269728804802554	0.00170741552908291	-0.0296447171897235	3.68444610123757	carbon source	Ferulic Acid carbon source	Putida_ML5_JBEI	Matthew Incha	12-Feb-19	Putida_ML5_set12	IT026	MOPS minimal media_noCarbon	30		96 deep-well microplate; 1.2 mL volume	Aerobic	Liquid	700rpm	Ferulic Acid	mM	10	Dimethyl Sulfoxide	vol%	1								
Putida	set12IT027	D-Glucose (C)	12-Feb-19 Putida_ML5_set12	301	3101912	23276	1964317	1958394	279	1411	409.877354541649	0.167366843748154	0.189131985986172	0.951390055775378	0.935587322942938	0.150238763233325	0.0133883101158616	-0.0226430393057233	1.74798368863757	carbon source	D-Glucose carbon source	Putida_ML5_JBEI	Matthew Incha	12-Feb-19	Putida_ML5_set12	IT027	MOPS minimal media_noCarbon	30		96 deep-well microplate; 1.2 mL volume	Aerobic	Liquid	700rpm	D-Glucose	mM	10	Dimethyl Sulfoxide	vol%	1								
Putida	set12IT028	L-Glutamic (C)	12-Feb-19 Putida_ML5_set12	302	2905160	22756	1841415	1836248	245	1411	384.313101716199	0.206360725556778	0.199309085084084	0.96743213754357	0.935587322942938	0.143463665579214	0.0587748222318131	-0.0106990693154462	3.51306336561761	carbon source	L-Glutamic acid monopotassium salt monohydrate carbon source	Putida_ML5_JBEI	Matthew Incha	12-Feb-19	Putida_ML5_set12	IT028	MOPS minimal media_noCarbon	30		96 deep-well microplate; 1.2 mL volume	Aerobic	Liquid	700rpm	L-Glutamic acid monopotassium salt monohydrate	mM	10	Dimethyl Sulfoxide	vol%	1								
Putida	set12IT029	Phenylacetic (C)	12-Feb-19 Putida_ML5_set12	303	2988686	19815	1898652	1893588	244.5	1411	396.313938886563	0.24326795114786	0.212438998272594	0.961005868384137	0.935587322942938	0.194156631184537	0.027069987705639	-0.0426740699142169	3.89278565060302	carbon source	Phenylacetic acid carbon source	Putida_ML5_JBEI	Matthew Incha	12-Feb-19	Putida_ML5_set12	IT029	MOPS minimal media_noCarbon	30		96 deep-well microplate; 1.2 mL volume	Aerobic	Liquid	700rpm	Phenylacetic acid	mM	10	Dimethyl Sulfoxide	vol%	1								
Putida	set12IT031	Vanillin (C)	12-Feb-19 Putida_ML5_set12	305	3070818	24316	1940307	1934860	256.5	1411	404.95186270406	0.221586198243114	0.231278558902142	0.963474123974886	0.935587322942938	0.202834208998456	0.0351338285649193	-0.0373296682887768	3.56079946751659	carbon source	Vanillin carbon source	Putida_ML5_JBEI	Matthew Incha	12-Feb-19	Putida_ML5_set12	IT031	MOPS minimal media_noCarbon	30		96 deep-well microplate; 1.2 mL volume	Aerobic	Liquid	700rpm	Vanillin	mM	10	Dimethyl Sulfoxide	vol%	1								
Putida	set12IT032	1,2-Propanediol (C)	12-Feb-19 Putida_ML5_set12	306	2701070	22494	1708556	1703714	245	1411	356.574717455002	0.211578709045902	0.177499944798641	0.947953252230405	0.935587322942938	0.191257844088849	0.0878546842910483	-0.0315525002444677	1.14394541431711	carbon source	1,2-Propanediol carbon source	Putida_ML5_JBEI	Matthew Incha	12-Feb-19	Putida_ML5_set12	IT032	MOPS minimal media_noCarbon	30		96 deep-well microplate; 1.2 mL volume	Aerobic	Liquid	700rpm	1,2-Propanediol	mM	10	Dimethyl Sulfoxide	vol%	1								
Putida	set12IT034	propionate (C)	12-Feb-19 Putida_ML5_set12	308	2572314	13505	1629908	1625490	222	1411	340.203013813311	0.181994892364482	0.216062145002501	0.960107272876487	0.935587322942938	0.149704198716556	0.0265630812895087	-0.030761861336437	3.23111043733035	carbon source	Sodium propionate carbon source	Putida_ML5_JBEI	Matthew Incha	12-Feb-19	Putida_ML5_set12	IT034	MOPS minimal media_noCarbon	30		96 deep-well microplate; 1.2 mL volume	Aerobic	Liquid	700rpm	Sodium propionate	mM	10	Dimethyl Sulfoxide	vol%	1								
Putida	set12IT037	2-methyl-1-butanol (C)	12-Feb-19 Putida_ML5_set12	311	3674960	13871	2336970	2330033	330.5	1411	487.65864378401	0.234886355840113	0.183965182980869	0.950644159168794	0.935587322942938	0.201859391265373	0.0220825810689422	-0.0391919907089045	2.11116343977108	carbon source	2-methyl-1-butanol carbon source	Putida_ML5_JBEI	Matthew Incha	12-Feb-19	Putida_ML5_set12	IT037	MOPS minimal media_noCarbon	30		96 deep-well microplate; 1.2 mL volume	Aerobic	Liquid	700rpm	2-methyl-1-butanol	mM	10	Dimethyl Sulfoxide	vol%	1								
Putida	set12IT038	1,5-Pentanediol (C)	12-Feb-19 Putida_ML5_set12	312	3252000	24653	2046346	2040671	275	1411	427.097321054835	0.244244484229491	0.183575140049142	0.949373926930033	0.935587322942938	0.219194438026377	0.0321017160853529	-0.0257669056417131	3.78049384657802	carbon source	1,5-Pentanediol carbon source	Putida_ML5_JBEI	Matthew Incha	12-Feb-19	Putida_ML5_set12	IT038	MOPS minimal media_noCarbon	30		96 deep-well microplate; 1.2 mL volume	Aerobic	Liquid	700rpm	1,5-Pentanediol	mM	10	Dimethyl Sulfoxide	vol%	1								
Putida	set12IT039	1,4-Butanediol (C)	12-Feb-19 Putida_ML5_set12	313	3131993	28952	1883515	1878276	243	1411	393.109250732524	0.273279166153665	0.188072986967628	0.961525852185365	0.935587322942938	0.231814199537076	0.0453476910408387	-0.0427640400784819	7.33413519291047	carbon source	1,4-Butanediol carbon source	Putida_ML5_JBEI	Matthew Incha	12-Feb-19	Putida_ML5_set12	IT039	MOPS minimal media_noCarbon	30		96 deep-well microplate; 1.2 mL volume	Aerobic	Liquid	700rpm	1,4-Butanediol	mM	10	Dimethyl Sulfoxide	vol%	1								
Putida	set12IT044	Vanillic Acid (C)	12-Feb-19 Putida_ML5_set12	318	3074608	20023	1951225	1945730	275	1411	407.22687316869	0.262627357013287	0.198145263846549	0.947051120051041	0.935587322942938	0.233038811097385	0.0424685143449589	-0.041467016748838	1.83576511421409	carbon source	Vanillic Acid carbon source	Putida_ML5_JBEI	Matthew Incha	12-Feb-19	Putida_ML5_set12	IT044	MOPS minimal media_noCarbon	30		96 deep-well microplate; 1.2 mL volume	Aerobic	Liquid	700rpm	Vanillic Acid	mM	10	Dimethyl Sulfoxide	vol%	1								
Putida	set12IT046	4-Hydroxybenzoic Acid (C)	12-Feb-19 Putida_ML5_set12	320	2809454	15463	1796369	1791872	246	1411	375.025533696107	0.203732813534254	0.203513181321109	0.974909019037169	0.935587322942938	0.242456069060702	0.00420626616034403	-0.0357555052148432	2.8813600816856	carbon source	4-Hydroxybenzoic Acid carbon source	Putida_ML5_JBEI	Matthew Incha	12-Feb-19	Putida_ML5_set12	IT046	MOPS minimal media_noCarbon	30		96 deep-well microplate; 1.2 mL volume	Aerobic	Liquid	700rpm	4-Hydroxybenzoic Acid	mM	10	Dimethyl Sulfoxide	vol%	1								
Putida	set12IT054	p-Coumaric (C)	12-Feb-19 Putida_ML5_set12	328	2996274	18123	1905000	1899946	268	1411	397.64462118041	0.207046435348511	0.181269501916242	0.960829402719322	0.935587322942938	0.159693934344489	0.0211275609906807	-0.0382212652705351	1.99689424679645	carbon source	p-Coumaric acid carbon source	Putida_ML5_JBEI	Matthew Incha	12-Feb-19	Putida_ML5_set12	IT054	MOPS minimal media_noCarbon	30		96 deep-well microplate; 1.2 mL volume	Aerobic	Liquid	700rpm	p-Coumaric acid	mM	10	Dimethyl Sulfoxide	vol%	1								
Putida	set12IT055	benzoic (C)	12-Feb-19 Putida_ML5_set12	329	2918971	16661	1852190	1847072	262	1411	386.578484721641	0.188606486217748	0.22746768363294	0.957771764610703	0.935587322942938	0.154295066439898	0.019838581461815	-0.0235517275373111	1.84552081688072	carbon source	benzoic acid carbon source	Putida_ML5_JBEI	Matthew Incha	12-Feb-19	Putida_ML5_set12	IT055	MOPS minimal media_noCarbon	30		96 deep-well microplate; 1.2 mL volume	Aerobic	Liquid	700rpm	benzoic acid	mM	10	Dimethyl Sulfoxide	vol%	1								
Putida	set12IT056	Ferulic Acid (C)	12-Feb-19 Putida_ML5_set12	330	2703158	15575	1712090	1707806	227	1411	357.431142737547	0.235456855107114	0.205424301206419	0.944858445807538	0.935587322942938	0.251578813934658	0.0350969453341918	-0.0427045415546207	3.70890318084053	carbon source	Ferulic Acid carbon source	Putida_ML5_JBEI	Matthew Incha	12-Feb-19	Putida_ML5_set12	IT056	MOPS minimal media_noCarbon	30		96 deep-well microplate; 1.2 mL volume	Aerobic	Liquid	700rpm	Ferulic Acid	mM	10	Dimethyl Sulfoxide	vol%	1								
Putida	set12IT057	D-Glucose (C)	12-Feb-19 Putida_ML5_set12	331	2465850	17419	1563918	1559693	222	1411	326.432189200502	0.171762924238591	0.185000614652402	0.954196310386875	0.935587322942938	0.164233714051797	0.00945727504893289	-0.0171055858759626	1.40206807835838	carbon source	D-Glucose carbon source	Putida_ML5_JBEI	Matthew Incha	12-Feb-19	Putida_ML5_set12	IT057	MOPS minimal media_noCarbon	30		96 deep-well microplate; 1.2 mL volume	Aerobic	Liquid	700rpm	D-Glucose	mM	10	Dimethyl Sulfoxide	vol%	1								
Putida	set12IT058	L-Glutamic (C)	12-Feb-19 Putida_ML5_set12	332	2464804	20552	1558347	1554437	214	1411	325.332147341984	0.254454024413111	0.190466098622001	0.9648105715377	0.935587322942938	0.150528017844464	0.049086793755273	-0.0145553133338061	3.04225974696525	carbon source	L-Glutamic acid monopotassium salt monohydrate carbon source	Putida_ML5_JBEI	Matthew Incha	12-Feb-19	Putida_ML5_set12	IT058	MOPS minimal media_noCarbon	30		96 deep-well microplate; 1.2 mL volume	Aerobic	Liquid	700rpm	L-Glutamic acid monopotassium salt monohydrate	mM	10	Dimethyl Sulfoxide	vol%	1								
Putida	set12IT059	Phenylacetic (C)	12-Feb-19 Putida_ML5_set12	333	2469409	15134	1568445	1564953	208	1411	327.533068229385	0.240891697989679	0.205496737170775	0.961906828827926	0.935587322942938	0.202754047650641	0.0312229453601879	-0.049611567487126	3.2665100726947	carbon source	Phenylacetic acid carbon source	Putida_ML5_JBEI	Matthew Incha	12-Feb-19	Putida_ML5_set12	IT059	MOPS minimal media_noCarbon	30		96 deep-well microplate; 1.2 mL volume	Aerobic	Liquid	700rpm	Phenylacetic acid	mM	10	Dimethyl Sulfoxide	vol%	1								
Putida	set15IT054	Butyl stearate (C)	10/22/19 Putida_ML5_set15	380	4837387	14157	3085457	3076803	418	1009	643.952071996651	0.210862487211264	0.195657200007865	0.973032952399731	0.951636978438602	0.179248458635762	0.0195989369676615	0.00403897076612054	2.14552462277748	carbon source	Butyl stearate carbon source	Putida_ML5_JBEI	Mitchell Thompson	10/22/19	Putida_ML5_set15	IT054	MOPS minimal media_noCarbon	30		tube	Aerobic	Liquid	200 rpm	Butyl stearate	mM	10											
Putida	set15IT057	Hexanoic (C)	10/22/19 Putida_ML5_set15	383	3669036	22475	2356893	2353011	184	1009	492.46776894098	0.236676368964233	0.241655207910514	0.983126181435604	0.951636978438602	0.18166768899696	0.0324224684489385	-0.0198851509698265	5.72533270885861	carbon source	Hexanoic acid carbon source	Putida_ML5_JBEI	Mitchell Thompson	10/22/19	Putida_ML5_set15	IT057	MOPS minimal media_noCarbon	30		tube	Aerobic	Liquid	200 rpm	Hexanoic acid	mM	10											
Putida	set15IT058	Decanoic (C)	10/22/19 Putida_ML5_set15	384	3779617	23944	2393312	2386911	297	1009	499.562787777313	0.197688040308246	0.200924017841175	0.983925237141928	0.951636978438602	0.182487512999141	0.0212612277425326	-0.00473313520411011	2.45503333512116	carbon source	Decanoic acid carbon source	Putida_ML5_JBEI	Mitchell Thompson	10/22/19	Putida_ML5_set15	IT058	MOPS minimal media_noCarbon	30		tube	Aerobic	Liquid	200 rpm	Decanoic acid	mM	10											
Putida	set15IT059	Lauric (C)	10/22/19 Putida_ML5_set15	385	3935727	28412	2491287	2484293	320	1009	519.944118878192	0.18137287153529	0.188793828378502	0.973688722884153	0.951636978438602	0.180789915417581	0.0222906819056611	-0.00832792625830665	2.25401084777987	carbon source	Lauric acid carbon source	Putida_ML5_JBEI	Mitchell Thompson	10/22/19	Putida_ML5_set15	IT059	MOPS minimal media_noCarbon	30		tube	Aerobic	Liquid	200 rpm	Lauric acid	mM	10											
Putida	set15IT060	Valeric (C)	10/22/19 Putida_ML5_set15	386	3248869	16442	2033406	2028457	242	1009	424.541021347844	0.217360426377339	0.222452371338936	0.974004791467055	0.951636978438602	0.145407755040192	0.0490563678024669	0.00900887812992288	3.81446606732009	carbon source	Valeric acid carbon source	Putida_ML5_JBEI	Mitchell Thompson	10/22/19	Putida_ML5_set15	IT060	MOPS minimal media_noCarbon	30		tube	Aerobic	Liquid	200 rpm	Valeric acid	mM	10											
Putida	set15IT061	Octanoic (C)	10/22/19 Putida_ML5_set15	387	3667711	36633	2308249	2300760	293	1009	481.532021766429	0.180998762380813	0.250093011920824	1	0.951636978438602	0.0995741354609273	0.0552606495915934	-0.00507450940275761	2.04096749172545	carbon source	Octanoic acid carbon source	Putida_ML5_JBEI	Mitchell Thompson	10/22/19	Putida_ML5_set15	IT061	MOPS minimal media_noCarbon	30		tube	Aerobic	Liquid	200 rpm	Octanoic acid	mM	10											
Putida	set15IT062	Nonanoic (C)	10/22/19 Putida_ML5_set15	388	4223670	35806	2666340	2658996	337	1009	556.508162411051	0.190955496305606	0.213494276655334	0.977038851556689	0.951636978438602	0.169869218622288	0.0736772432661069	-0.00982169585914915	2.0798006029396	carbon source	Nonanoic acid carbon source	Putida_ML5_JBEI	Mitchell Thompson	10/22/19	Putida_ML5_set15	IT062	MOPS minimal media_noCarbon	30		tube	Aerobic	Liquid	200 rpm	Nonanoic acid	mM	10											
Putida	set15IT063	Tween 20 (C)	10/22/19 Putida_ML5_set15	389	3301894	28453	2077810	2071589	272	1009	433.56822938468	0.128076255600678	0.372436957006361	1.04541045968995	0.951636978438602	0.0675283493784078	0.0306350252850518	0.00185787912103463	3.56248039464198	carbon source	Tween 20 carbon source	Putida_ML5_JBEI	Mitchell Thompson	10/22/19	Putida_ML5_set15	IT063	MOPS minimal media_noCarbon	30		tube	Aerobic	Liquid	200 rpm	Tween 20	mM	10											
